"","w_delta11_mu","z_delta11_mu","w_delta18_mu","z_delta18_mu"
"13990",1.27382,-2.38653,-0.291083,0.539414
"13991",1.2585,-2.02511,0.092398,0.429574
"13992",1.14564,-1.00119,-0.704358,1.08636
"13993",1.58275,-1.75029,-0.294962,0.862286
"13994",0.877856,-1.5038,-0.589772,1.01099
"13995",1.39268,-1.93729,-0.453273,0.310784
"13996",1.27997,-2.03122,-0.020997,0.193163
"13997",1.80323,-2.80239,-0.157917,0.605106
"13998",1.68457,-1.99061,-0.0676882,0.042111
"13999",1.04507,-1.78914,-0.108287,0.176477
"14000",1.88137,-2.91477,-0.436779,0.480318
"14001",2.07253,-2.48571,-0.129937,0.260426
"14002",1.79294,-2.38698,0.0792903,0.236734
"14003",1.14691,-1.29298,-0.162629,0.206778
"14004",1.59365,-2.02759,0.313352,-0.423148
"14005",1.26892,-1.93715,0.326094,-0.135822
"14006",1.51028,-2.28442,0.373151,-0.473975
"14007",0.724849,-1.21604,-0.0491389,0.32828
"14008",1.05659,-1.78084,0.108785,0.269434
"14009",1.24483,-2.11628,0.0412376,-0.0285219
"14010",1.11314,-1.65648,-0.115679,0.199526
"14011",1.77461,-1.96819,0.0208631,0.00452428
"14012",1.01689,-1.67218,0.0623361,-0.808678
"14013",1.52458,-2.16854,0.161286,0.209361
"14014",1.58444,-2.11951,-0.141716,0.356763
"14015",1.62364,-2.35973,0.0151178,-0.152017
"14016",1.76084,-2.01641,0.0908335,0.204588
"14017",1.47842,-2.37293,0.0271422,0.0202406
"14018",1.92819,-2.59883,0.306292,-0.30816
"14019",1.94812,-2.74472,0.0958093,-0.348941
"14020",1.46227,-1.20571,-0.0693284,0.337062
"14021",1.32862,-1.33946,0.24082,-0.294893
"14022",1.90179,-2.93166,-0.0926755,0.113133
"14023",1.06739,-1.45945,-0.0575211,-0.0752681
"14024",1.01542,-1.59197,0.0500167,0.1869
"14025",0.772539,-1.40875,-0.0470564,0.176832
"14026",1.61915,-2.56772,-0.269198,0.51197
"14027",1.44997,-2.70486,-0.413689,0.322157
"14028",1.83298,-3.71414,-0.146462,-0.138882
"14029",2.02569,-2.93586,0.144412,0.146004
"14030",1.64741,-2.94415,0.109637,0.0610448
"14031",1.76942,-2.43251,0.0409065,0.109287
"14032",1.73962,-2.71126,0.19429,-0.0365396
"14033",1.83662,-2.41129,-0.000985141,0.108691
"14034",1.77095,-2.73448,0.226627,-0.054405
"14035",1.54106,-2.64283,0.00717507,0.00404709
"14036",1.45038,-2.59596,0.150028,-0.0591526
"14037",1.40664,-1.9893,-0.336576,-0.0866776
"14038",1.6533,-2.44885,-0.232389,0.494496
"14039",1.3395,-1.36064,0.383002,-0.241973
"14040",0.658263,-1.44806,0.246432,-0.411752
"14041",0.721084,-1.19785,0.180858,-0.18486
"14042",1.01061,-0.310944,-0.0286338,0.118535
"14043",0.565674,-1.06932,0.0912486,0.21832
"14044",1.12429,-0.804187,0.117097,0.0406733
"14045",0.717664,-1.86425,-0.0655353,0.0900513
"14046",0.42562,-0.83006,-0.0604225,0.0796457
"14047",1.24326,-0.673282,0.162496,0.121545
"14048",1.07755,-2.37101,0.127625,0.229375
"14049",0.829543,-0.974813,0.310652,-0.280998
"14050",0.830349,-0.925301,0.133014,-0.586882
"14051",1.52361,-2.33489,0.221998,0.000610279
"14052",1.54289,-2.86172,0.284234,0.04487
"14053",1.42953,-2.23834,0.189214,-0.467649
"14054",2.28164,-2.54539,0.199611,0.112456
"14055",0.969818,-2.49399,0.205049,-0.138034
"14056",2.63058,-2.15284,0.148263,-0.0947263
"14057",2.65698,-1.7553,-0.0112061,0.09381
"14058",2.24442,-1.70407,-0.0697258,0.0389421
"14059",1.22946,-2.39899,0.463591,0.0287948
"14060",1.6646,-2.92534,0.217105,0.107242
"14061",1.56897,-2.49757,0.240291,0.169331
"14062",1.96856,-2.65683,0.0514938,0.517329
"14063",1.9157,-2.59201,-0.0222314,-0.307136
"14064",1.51594,-2.68503,-0.216943,0.0379765
"14065",1.21936,-1.1816,0.18289,-0.524325
"14066",0.741704,-0.729932,0.17887,-0.323064
"14067",0.505607,-0.767327,0.200795,-0.0587919
"14068",1.14136,-0.901941,0.29624,0.00961249
"14069",0.773495,-0.89594,0.107099,-0.282253
"14070",1.65256,-3.18312,0.042532,-0.119527
"14071",2.50196,-3.87392,-0.0269747,0.243193
"14072",2.27981,-3.49119,0.170266,-0.563269
"14073",2.2661,-3.9332,0.362292,-0.240261
"14074",2.17222,-3.56605,0.219927,-0.296916
"14075",2.40335,-3.76523,0.338044,-0.0885531
"14076",1.53617,-2.98792,0.0456023,-0.280095
"14077",2.03673,-3.29886,0.098721,-0.219902
"14078",0.775359,-1.75866,0.0769252,0.00536363
"14079",1.06759,-1.27043,0.0862498,0.079162
"14080",0.951278,-1.4079,0.118953,0.305578
"14081",0.964315,-1.24489,0.219545,0.41078
"14082",1.08604,-1.49753,0.0875479,0.359163
"14083",1.35352,-1.7607,-0.0787067,0.273214
"14084",1.3138,-1.95973,-0.0401131,0.135925
"14085",0.958432,-1.67617,-0.065792,0.649703
"14086",1.19636,-1.63434,0.230522,-0.0945506
"14087",1.6587,-2.37961,-0.0990397,-0.256161
"14088",1.3968,-2.89675,0.0202109,0.317916
"14089",2.20615,-2.6923,-0.189317,0.15638
"14090",1.82853,-3.48378,-0.0474867,0.425408
"14091",2.61191,-3.09097,-0.145466,0.438587
"14092",1.6273,-3.09353,-0.163821,-0.0870026
"14093",1.53792,-3.02409,0.195778,0.0873526
"14094",1.62561,-2.40152,0.542761,-0.321127
"14095",1.54214,-2.53107,0.453757,-0.308453
"14096",1.71868,-2.08564,0.486093,-0.827686
"14097",1.67966,-2.78963,0.228447,-0.158789
"14098",1.5148,-2.26671,0.442471,-0.515983
"14099",1.54565,-2.49763,0.335674,-0.424247
"14100",1.71943,-2.26598,0.444419,-0.134258
"14101",1.17141,-2.08247,0.281928,-0.0821787
"14102",1.83106,-2.41479,-0.0338178,0.17395
"14103",1.61927,-2.77468,0.0582225,0.180807
"14104",1.79351,-2.13276,0.240392,-0.254486
"14105",2.77707,-4.23938,0.0104296,0.21425
"14106",2.4835,-4.97779,0.175224,-0.173872
"14107",2.66795,-4.42336,0.0643984,-0.0308469
"14108",1.62187,-2.85882,0.18522,-0.145994
"14109",1.47058,-1.97063,0.0954315,-0.0127438
"14110",1.2062,-1.49284,0.00566645,0.244509
"14111",1.32258,-1.71263,0.201269,-0.292087
"14112",1.15122,-1.64653,0.342564,-0.0318743
"14113",1.44099,-1.6354,-0.0312917,0.15268
"14114",1.29987,-2.21265,0.0279887,0.168717
"14115",1.16398,-1.63256,0.197731,-0.0565403
"14116",1.03868,-1.42206,-0.0827604,0.107068
"14117",1.05751,-1.73937,-0.0232547,0.177338
"14118",1.02649,-0.901725,0.179825,0.25849
"14119",1.40029,-1.91653,-0.0472029,0.200893
"14120",2.30589,-1.98176,0.00983222,0.200076
"14121",2.49701,-2.39395,-0.0221757,0.263295
"14122",2.04852,-2.47568,-0.0101301,0.0123731
"14123",2.20476,-2.79318,0.28688,-0.0054195
"14124",1.92918,-2.56321,0.275112,-0.231966
"14125",1.6412,-1.75953,0.20134,0.0276973
"14126",1.06773,-1.78134,0.325877,-0.101357
"14127",0.909857,-1.31968,-0.160751,0.22284
"14128",0.785346,-1.33274,0.14919,-0.175403
"14129",1.26844,-1.46456,0.170049,0.132708
"14130",0.697512,-1.45301,0.0900294,-0.0175282
"14131",0.72704,-1.1004,-0.0239777,0.257281
"14132",1.34836,-2.42646,0.198319,-0.415117
"14133",1.21867,-1.54108,0.552838,0.451618
"14134",1.45463,-2.15287,0.310383,0.0458121
"14135",0.815969,-1.03503,-0.127799,0.723427
"14136",1.10081,-1.52857,-0.0565821,0.0814622
"14137",1.43975,-1.85152,-0.0274199,0.245387
"14138",1.21187,-1.56534,-0.0992869,0.184683
"14139",1.35513,-2.13673,0.367993,-0.45475
"14140",1.54985,-2.1547,0.315188,-0.521014
"14141",1.35327,-2.50402,0.178105,0.12432
"14142",1.14916,-1.57952,0.179967,-0.309862
"14143",0.656335,0.16673,0.13561,-0.103569
"14144",1.30161,-2.19059,0.147822,-0.0569769
"14145",0.959334,-1.063,0.314219,-0.365512
"14146",1.21851,-1.6307,0.119622,0.0278327
"14147",1.12406,-1.44972,0.00838769,0.0737165
"14148",1.29999,-1.48339,0.0217668,0.00421577
"14149",0.666659,-1.45354,-0.0847774,0.294067
"14150",1.66584,-2.02124,0.0781055,0.279245
"14151",1.35325,-1.74731,0.233274,-0.0812115
"14152",1.50603,-1.80936,0.200414,-0.0884543
"14153",1.39743,-2.3423,0.0429426,-0.0232255
"14154",0.869207,-1.16242,0.182701,-0.0246663
"14155",1.62401,-3.18143,-0.244143,0.351917
"14156",2.53678,-3.20319,-0.0632175,0.420223
"14157",1.87136,-2.16868,-0.17218,0.30722
"14158",1.92883,-2.33475,-0.0854937,0.573791
"14159",1.10131,-2.33371,-0.211762,0.232531
"14160",1.65998,-2.29342,-0.0687138,0.275194
"14161",1.16538,-1.99376,-0.0885145,0.361052
"14162",1.95039,-2.83944,-0.0643371,0.0854963
"14163",1.1549,-1.5862,0.338708,-0.26542
"14164",0.772915,-1.05213,0.0603765,0.0402038
"14165",0.713782,-0.736213,0.200909,-0.0459677
"14166",1.36865,-1.63971,0.125067,-0.00652694
"14167",1.08072,-1.82299,0.0969677,0.161115
"14168",1.38358,-1.93255,0.134193,-0.462203
"14169",1.04027,-1.60254,0.211825,-0.255395
"14170",1.04562,-1.12327,0.282903,-0.44369
"14171",0.939702,-1.67861,-0.0104194,-0.368932
"14172",1.35092,-0.860262,-0.15427,0.11098
"14173",1.39644,-1.50776,-0.211795,0.661733
"14174",1.70669,-2.26114,0.278788,-0.148716
"14175",1.79728,-2.34598,0.453511,-0.331366
"14176",1.13714,-2.04176,-0.216786,0.57319
"14177",1.49159,-2.22726,0.0789768,0.0275412
"14178",1.09958,-1.06345,0.10393,-0.0356782
"14179",0.965163,-1.84056,0.112764,-0.107855
"14180",1.02605,-1.4419,0.205185,-0.231537
"14181",1.00269,-1.60384,0.148551,-0.182387
"14182",0.801329,-1.8828,0.257708,-0.349227
"14183",0.712001,-1.60426,0.299956,-0.265263
"14184",1.36439,-2.46314,0.416424,-0.326638
"14185",0.954378,-1.80933,0.323933,-0.365242
"14186",1.30337,-1.9625,0.280514,-0.340922
"14187",1.34246,-2.22137,0.242003,-0.134592
"14188",1.59293,-1.93751,0.303847,-0.119759
"14189",0.809542,-1.40634,-0.18314,0.199228
"14190",1.11522,-1.34482,0.121228,-0.412208
"14191",1.45484,-1.61563,0.239361,0.116519
"14192",1.09738,-1.49075,0.275194,-0.659252
"14193",1.20139,-1.36687,0.166766,-0.42652
"14194",0.997334,-1.34632,0.310003,-0.153749
"14195",0.778187,-0.968466,0.229359,-0.204898
"14196",0.893861,-1.14688,0.218666,-0.395276
"14197",1.00525,-0.942898,0.264154,-0.273011
"14198",1.07165,-1.38669,0.275722,0.129259
"14199",1.32476,-1.97405,0.147917,0.0337591
"14200",0.925082,-1.12104,-0.112391,0.465934
"14201",1.21904,-1.78165,0.070788,-0.000378222
"14202",1.23945,-1.14482,0.11324,0.0131851
"14203",0.640509,-1.06809,0.0286976,0.453385
"14204",1.47771,-1.18448,0.120343,-0.400566
"14205",2.39689,-1.71079,0.293909,-0.177593
"14206",2.04819,-2.17123,0.296031,-0.282771
"14207",2.28838,-2.43088,0.555161,-0.157319
"14208",1.16442,-2.42925,0.245815,-0.335531
"14209",1.61415,-2.3812,0.214959,-0.508451
"14210",1.30764,-2.61373,0.494459,-0.425104
"14211",1.65132,-2.87044,0.314706,-0.501894
"14212",1.90192,-3.32423,0.31755,-0.239058
"14213",1.38472,-2.28686,0.139882,-0.17712
"14214",1.97737,-2.62047,0.0757346,0.0555865
"14215",1.91692,-3.29269,-0.0968435,0.427737
"14216",1.63404,-3.39097,0.424892,-0.419834
"14217",1.56842,-2.82181,-0.0651979,0.334925
"14218",1.99784,-2.88561,-0.0465554,0.268336
"14219",1.87065,-3.01353,0.0108253,0.242021
"14220",1.85255,-2.86106,-0.254216,0.639282
"14221",2.08763,-3.76929,0.371701,-0.521477
"14222",2.08201,-2.86822,0.373735,-0.36919
"14223",1.2782,-2.57306,0.369525,-0.507083
"14224",1.81601,-2.20708,0.182697,-0.178728
"14225",1.46497,-2.14781,0.0398919,0.279359
"14226",1.32529,-1.40473,0.312882,-0.317285
"14227",0.714917,-1.94215,0.301111,-0.0659981
"14228",0.928327,-1.10263,0.0167693,-0.145653
"14229",1.73769,-2.51427,0.0435522,-0.0684708
"14230",0.983361,-1.3684,0.213379,0.188672
"14231",1.06954,-1.85658,0.155378,0.313373
"14232",1.37613,-1.1814,-0.175029,0.101885
"14233",0.859691,-1.92896,-0.102936,0.445487
"14234",1.70762,-2.38051,0.0582057,-0.236213
"14235",1.45929,-2.3157,0.236556,0.135074
"14236",2.05864,-4.17371,-0.163033,0.326685
"14237",2.59411,-4.55571,0.0206345,0.310919
"14238",2.39478,-4.44962,0.0647727,0.156991
"14239",2.16071,-3.65084,0.0876402,-0.0746412
"14240",1.36266,-2.37737,0.0832981,-0.0521093
"14241",1.38509,-2.50787,0.280901,-0.237346
"14242",1.3497,-2.04997,0.0233957,0.262374
"14243",1.3003,-3.67739,-0.185706,0.339695
"14244",2.01284,-1.66634,0.298145,0.0279021
"14245",1.31137,-3.4631,0.377034,-0.325089
"14246",0.843452,-2.33176,-0.00239442,0.163558
"14247",2.868,-1.78082,0.151141,-0.108473
"14248",2.01494,-2.97569,0.108068,-0.253571
"14249",0.975584,-1.85524,-0.00456101,-0.327628
"14250",1.32767,-2.41751,0.203191,-0.187088
"14251",1.33533,-2.4346,0.101437,0.0250058
"14252",1.08857,-1.76191,0.512608,-0.208528
"14253",1.21867,-1.6433,0.311117,0.171184
"14254",1.16508,-1.6182,-0.0603453,-0.149253
"14255",1.17099,-2.03477,0.21597,-0.135043
"14256",1.6741,-2.14967,0.0610851,0.0641044
"14257",1.31316,-1.59571,0.231896,-0.144741
"14258",1.22681,-1.53982,0.103692,-0.0114665
"14259",1.31539,-2.10157,0.0739048,0.0589801
"14260",1.08724,-1.2411,-0.0759222,0.368127
"14261",0.95492,-1.51868,0.0677331,-0.482795
"14262",0.909744,-0.828766,0.150774,-0.725998
"14263",1.02142,-1.65833,0.221198,-0.405232
"14264",0.914167,-0.976677,0.183026,0.0537877
"14265",1.02152,-1.56112,0.0817239,-0.245981
"14266",1.2473,-1.5192,0.0243972,0.137983
"14267",0.940146,-1.18813,0.147856,-0.119574
"14268",1.25665,-1.60255,0.255469,-0.182051
"14269",1.72251,-2.39024,0.210116,-0.0734095
"14270",1.58646,-2.28604,0.039977,0.30765
"14271",1.23255,-1.82001,-0.20534,0.308519
"14272",1.52101,-0.71261,0.124665,-0.134218
"14273",1.47973,-2.24157,0.0339543,-0.0861887
"14274",1.06503,-0.740302,0.597108,-0.643951
"14275",1.27739,-1.42247,0.0786059,-0.00412839
"14276",0.856927,-0.609857,0.420832,-0.40779
"14277",0.412633,-0.0865806,0.255793,-0.383736
"14278",0.988752,-2.20465,-0.0106656,0.204087
"14279",0.886794,-0.107188,0.130896,-0.181165
"14280",1.69087,-1.59731,0.129974,0.562249
"14281",1.00862,-2.02238,0.226588,0.293263
"14282",1.34068,-2.00716,0.118053,-0.251331
"14283",1.17045,-1.69094,0.0981028,0.0777015
"14284",2.14013,-0.884615,0.337984,-0.267781
"14285",0.767089,-2.64344,0.18668,-0.12607
"14286",1.24269,-1.77804,0.13731,0.107423
"14287",0.975261,-1.6916,0.144247,-0.227394
"14288",1.35909,-1.59408,0.259817,-0.598395
"14289",1.09398,-1.93069,0.18691,-0.599304
"14290",1.84029,-2.26531,0.0318235,0.042952
"14291",1.48566,-2.18606,0.23988,-0.323179
"14292",1.12423,-1.76032,0.613061,-0.522074
"14293",1.65759,-2.73353,0.253107,-0.482108
"14294",1.44154,-2.16117,0.137164,-0.400848
"14295",1.03916,-1.16973,0.174809,0.0708406
"14296",1.31443,-1.60062,0.0500575,-0.134881
"14297",1.22115,-2.19114,0.439561,-0.190447
"14298",1.55726,-2.43692,0.368921,-0.476373
"14299",1.0227,-2.1157,-0.00812496,-0.198695
"14300",0.794659,-0.54726,-0.0360812,0.448208
"14301",1.18861,-1.55371,-0.234352,0.647285
"14302",1.12306,-1.89904,0.310976,0.0480748
"14303",1.33805,-2.29027,0.0682974,0.0385539
"14304",1.63926,-1.91678,0.217124,-0.437537
"14305",0.50216,-1.13939,0.0419933,0.475726
"14306",1.19998,-1.41009,-0.0204042,-0.187504
"14307",1.31698,-1.76605,0.128255,-0.497014
"14308",0.956418,-1.52222,0.115321,0.69844
"14309",1.39051,-1.79117,0.180446,-0.0450267
"14310",1.93099,-2.46778,-0.041181,0.390957
"14311",2.03079,-4.13406,0.103477,-0.208763
"14312",1.97282,-3.09943,0.209736,0.133431
"14313",2.0676,-3.02885,0.156014,-0.00275436
"14314",2.14272,-3.68731,-0.0274849,-0.128295
"14315",2.01995,-3.60502,0.230661,0.200554
"14316",1.947,-3.55551,-0.170941,-0.000614556
"14317",1.89098,-2.85857,0.207404,0.0491724
"14318",1.87522,-2.71468,-0.0716696,-0.197082
"14319",1.93085,-3.55461,-0.0362983,0.280964
"14320",1.41231,-2.33973,0.101994,0.127988
"14321",2.09814,-2.85047,-0.0413979,0.135649
"14322",1.6042,-2.06427,-0.126953,-0.0645873
"14323",2.36565,-2.84394,0.0743272,0.223629
"14324",1.38231,-2.19574,-0.18228,0.200639
"14325",1.12695,-1.93884,0.0817167,-0.0279336
"14326",1.46548,-1.87505,0.120288,0.0292562
"14327",1.17565,-2.06008,0.0890932,0.169515
"14328",1.01295,-0.16323,0.0382549,-0.0301329
"14329",1.04289,-1.84865,-0.0326874,-0.0163673
"14330",1.05308,-0.976439,-0.192077,-0.0854329
"14331",1.14694,-1.89004,0.0841314,0.246717
"14332",1.17553,-1.58256,0.165074,-0.0689569
"14333",1.74027,-2.46421,0.126062,0.129981
"14334",1.84022,-2.297,-0.0829435,0.0479525
"14335",1.55911,-2.66042,0.126823,-0.0857091
"14336",1.45568,-2.43147,0.172329,-0.123914
"14337",1.07792,-2.102,0.0926586,-0.173681
"14338",0.936948,-1.90746,0.301505,-0.0875086
"14339",0.975998,-0.457845,0.0842414,-0.0201975
"14340",1.0222,-0.766867,0.235893,-0.215735
"14341",1.0909,-0.982257,0.286282,-0.220988
"14342",1.03439,-1.98165,0.176216,-0.201485
"14343",0.959683,-1.41484,-0.0539429,0.184339
"14344",1.10425,-1.58142,0.158463,0.104521
"14345",1.35151,-1.74888,0.239895,0.0538839
"14346",1.03659,-1.58202,0.154811,-0.275265
"14347",1.04028,-1.46552,0.29507,-0.754161
"14348",1.05662,-1.33413,0.0452911,0.0858592
"14349",1.6313,-2.18379,0.248946,-0.239789
"14350",2.563,-3.5391,0.237957,-0.248413
"14351",1.59159,-2.64356,0.0541773,-0.283873
"14352",1.02119,-1.66368,0.239282,0.20926
"14353",0.821569,-1.27355,0.234268,0.230347
"14354",1.32264,-1.82594,0.375486,0.240481
"14355",1.39351,-1.53601,0.0358383,0.0246417
"14356",0.525523,-1.58418,0.0745503,0.038911
"14357",1.25889,-1.45721,0.0388647,-0.0389957
"14358",1.51158,-1.71029,0.0280362,0.250903
"14359",0.903147,-1.82499,0.112034,0.0419762
"14360",1.37583,-1.86101,-0.157966,0.450901
"14361",1.15534,-1.83502,-0.0890887,0.0226467
"14362",1.40495,-2.2635,-0.0684338,-0.197386
"14363",1.18718,-2.28207,0.201698,0.24854
"14364",0.691368,-1.64213,0.00725414,-0.190727
"14365",1.18742,-2.36057,0.421882,-0.304602
"14366",1.57203,-1.71054,-0.440804,0.655919
"14367",1.86846,-2.299,0.107288,-0.0780477
"14368",0.845489,-1.71984,0.307991,-0.549134
"14369",1.09924,-1.54028,0.343108,-0.453216
"14370",1.15263,-1.41643,0.197918,-0.111637
"14371",0.993174,-1.11948,0.344337,-0.616535
"14372",0.48983,-0.469229,0.35949,-0.414763
"14373",0.403244,-0.44392,0.389017,-0.206153
"14374",0.469899,0.0323562,0.269196,-0.534381
"14375",1.85605,-1.91638,0.00495174,0.0955017
"14376",1.59155,-2.44462,0.0252702,0.0406916
"14377",1.5036,-2.27419,0.468697,-0.441559
"14378",1.29926,-1.6022,-0.169183,0.136864
"14379",1.13963,-1.82421,-0.0533334,0.0415989
"14380",1.21672,-2.0511,0.118198,-0.0926129
"14381",1.20236,-1.85926,0.304395,-0.410364
"14382",1.49834,-1.81647,0.346576,-0.47833
"14383",1.31524,-1.16549,0.173197,-0.0719319
"14384",0.494538,-1.0828,0.0940493,0.0913675
"14385",0.612365,-1.91717,-0.0206701,-0.181345
"14386",1.5688,-1.36401,0.0541769,0.0128317
"14387",1.40373,-1.60055,0.0171282,-0.0204694
"14388",1.35651,-0.751664,0.38813,-0.070382
"14389",0.729769,-1.55674,-0.127303,-0.182342
"14390",1.2325,-1.5089,0.256899,-0.15502
"14391",1.84215,-3.04876,-0.319096,0.12873
"14392",1.42225,-2.45401,0.224588,-0.176647
"14393",1.7155,-2.22461,0.174197,-0.241196
"14394",1.3008,-2.64806,0.249495,0.285522
"14395",1.58985,-2.28182,0.191967,-0.271433
"14396",0.396756,-1.7885,0.228518,-0.340151
"14397",0.381579,-0.809741,0.122005,-0.0492523
"14398",0.696852,-1.1725,0.166101,-0.14674
"14399",2.05726,-3.13521,0.102142,-0.227002
"14400",1.16261,-2.21664,0.237258,-0.17247
"14401",1.68324,-2.29704,0.224309,-0.259652
"14402",1.67138,-2.79189,0.164295,0.0102839
"14403",1.48576,-1.75487,0.190943,-0.279979
"14404",1.2765,-1.06607,0.413709,-0.150496
"14405",1.07927,-1.2301,0.383454,-0.182041
"14406",0.879501,-0.539803,0.253222,-0.318547
"14407",1.09334,-1.36257,0.445357,-0.499722
"14408",2.42007,-4.11983,0.0615743,-0.146618
"14409",1.88311,-2.88669,0.0844949,0.252138
"14410",2.05508,-3.40728,0.0126095,-0.154339
"14411",1.56452,-2.3852,-0.0130745,-0.26013
"14412",1.3294,-1.95091,0.151316,-0.106757
"14413",1.61943,-2.422,0.0556183,0.0749055
"14414",0.866207,-1.4798,-0.12347,0.237853
"14415",1.78064,-1.8046,-0.054525,0.147508
"14416",1.32837,-1.35789,0.305774,-0.268432
"14417",1.35243,-1.73662,0.121881,-0.0216449
"14418",1.28906,-1.92324,0.1881,-0.227198
"14419",1.41301,-2.32284,0.126519,0.444853
"14420",1.62735,-3.00884,0.234663,0.271165
"14421",1.24304,-1.15618,0.121396,-0.267096
"14422",1.20787,-2.70617,0.401987,-0.194936
"14423",1.50178,-2.29827,0.23243,-0.345141
"14424",1.23406,-1.14497,0.0756301,0.0918306
"14425",1.42935,-1.75925,0.35996,-0.418965
"14426",0.782716,-1.11068,0.0409481,0.154745
"14427",0.743421,-0.613464,0.0529005,0.395861
"14428",1.15983,-0.588248,-0.0489936,0.132532
"14429",0.974705,-1.77314,0.368216,-0.126987
"14430",1.24706,-1.16307,-0.0751671,0.0236207
"14431",2.34647,-2.01916,0.029628,-0.0301262
"14432",1.51788,-1.59788,0.0502632,0.105108
"14433",0.887117,-1.15218,-0.0276261,-0.128465
"14434",0.558939,-1.32453,-0.031521,-0.0516803
"14435",1.41229,-2.12773,0.0963172,-0.167179
"14436",1.94388,-3.11337,0.0165589,0.454118
"14437",1.65987,-2.91041,-0.818617,-0.0655117
"14438",1.79038,-3.27971,-1.00985,-0.0625992
"14439",0.791277,-1.08025,0.573418,0.35056
"14440",1.11688,-1.43505,-0.483138,0.0116943
"14441",0.610812,-1.0047,0.0350674,-0.0621259
"14442",0.815768,-1.47879,-0.0925461,-0.171586
"14443",1.05538,-1.47236,0.652417,-0.0650656
"14444",0.782298,-1.16128,-0.117526,0.210017
"14445",1.30028,-1.49691,0.108593,0.0258322
"14446",1.146,-1.06931,0.102394,-0.0343143
"14447",1.05327,-1.54723,0.278299,0.228295
"14448",0.892622,-1.86712,0.392059,-0.16131
"14449",1.05827,-1.61521,0.20526,-0.453786
"14450",1.15403,-1.32877,0.0783094,-0.511068
"14451",1.85344,-1.99649,0.025483,-0.300226
"14452",1.44819,-1.48817,0.140458,0.318901
"14453",1.38926,-1.20653,0.292513,-0.651807
"14454",0.34627,-1.02752,0.23739,-0.401413
"14455",1.59146,-2.32576,-0.245948,0.548007
"14456",1.62836,-2.5978,-0.198291,0.756998
"14457",1.14932,-2.1416,-0.13737,0.353422
"14458",1.22064,-1.88388,-0.19176,0.248206
"14459",1.86068,-1.99055,0.190263,-0.0534831
"14460",0.985496,-1.62964,0.147195,-0.101676
"14461",0.563924,-0.81903,0.506431,-0.513041
"14462",1.71732,-2.12353,0.212385,0.139557
"14463",2.04056,-2.75691,0.143387,0.131136
"14464",2.21357,-2.14174,0.163764,-0.0232132
"14465",1.70023,-2.45865,-0.00241574,0.122245
"14466",1.56094,-2.25678,-0.0876428,0.355395
"14467",1.73015,-2.82916,0.18724,-0.0892986
"14468",2.03726,-3.10008,-0.0830736,0.408025
"14469",2.19248,-3.58133,-0.158982,0.960801
"14470",1.77347,-3.24667,-0.0761196,0.204196
"14471",2.42345,-3.18542,-0.0543872,0.303401
"14472",1.61558,-2.65354,0.0664533,0.160786
"14473",1.91443,-3.44979,0.131109,-0.208548
"14474",2.03687,-2.45867,0.245029,-0.121397
"14475",1.55896,-2.55736,0.302862,-0.485178
"14476",1.60403,-2.04958,0.168168,-0.313799
"14477",1.44295,-2.10767,0.104156,0.119447
"14478",1.26109,-1.73599,0.0372507,0.0919692
"14479",1.31137,-1.92814,0.142573,0.0171339
"14480",1.16916,-2.2686,0.376157,-0.45601
"14481",1.13414,-1.66779,0.188189,-0.0122234
"14482",0.94702,-1.18818,0.115221,0.230058
"14483",1.22151,-1.54718,0.121068,-0.24427
"14484",1.37472,-1.94991,0.0328115,-0.0951924
"14485",0.919141,-1.15122,0.275813,0.00135407
"14486",0.760891,-1.4904,0.126172,-0.344739
"14487",2.04661,-2.51636,0.108194,-0.38903
"14488",1.00138,-1.26068,0.164112,-0.362715
"14489",1.21435,-1.38484,0.185722,-0.0275363
"14490",1.2527,-1.47338,0.115245,-0.0286323
"14491",0.688555,-1.31022,0.0673557,0.105561
"14492",0.556392,-0.645522,-0.042266,0.186566
"14493",1.25275,-1.24817,0.145092,0.0374875
"14494",0.968853,-1.10014,0.253641,-0.0246549
"14495",1.57316,-2.61005,-0.0654484,0.330397
"14496",1.40026,-1.36499,-0.0504423,0.305694
"14497",1.57199,-1.83864,0.219352,-0.209634
"14498",0.543251,-1.36679,0.107061,-0.0156781
"14499",0.929642,-1.33314,0.461038,-0.335998
"14500",0.936515,-1.81425,-0.0856032,-0.0493857
"14501",1.87264,-1.75979,0.00294349,0.147227
"14502",2.23896,-2.0426,0.136032,0.188792
"14503",2.38025,-2.37497,-0.350346,0.733701
"14504",2.52887,-2.27994,-0.0464388,-0.040068
"14505",1.26373,-1.89963,-0.377252,0.60463
"14506",1.70758,-2.99511,0.231362,-0.364657
"14507",1.97215,-3.15699,-0.0501064,-0.0975372
"14508",2.03655,-2.80906,-0.0211768,0.430753
"14509",2.07049,-3.11849,-0.355586,0.293858
"14510",1.30621,-2.25671,0.325261,-0.61024
"14511",1.10722,-1.61749,-0.056979,0.404169
"14512",1.60342,-2.36466,0.0985784,0.0124611
"14513",1.40117,-2.20015,0.151603,-0.0535984
"14514",2.06745,-2.99866,0.0245503,0.274072
"14515",1.77858,-2.55325,0.0672035,0.61269
"14516",2.01773,-2.51912,0.000125554,0.446371
"14517",1.66781,-3.13534,-0.0409908,0.00850571
"14518",1.8693,-2.5687,0.0507378,0.0947638
